Date,Time,Latitude,Longitude,Road Name,Road Type,Vehicle Count,Average Speed,Weather,Temperature,Humidity,Accident Count,Traffic Signal,Holiday,Travel Time,Congestion Level
2026-06-26,15:00,28.632206605397787,77.26614322203663,Vikas Marg,Arterial,83,37.99,Clear,34.1,42.0,0,0,0,7.9,Low
2026-06-24,04:00,28.60766872616159,77.17702079767831,Sardar Patel Marg,Arterial,82,38.21,Clear,37.0,30.8,0,1,0,7.85,Low
2026-06-05,11:30,28.61306505780983,77.20991233578633,Grand Trunk Road,Highway,132,73.31,Clear,30.9,38.2,0,0,0,4.09,Moderate
2026-06-26,09:15,22.540223772969206,88.34867951260587,Park Street,Local,72,13.35,Clear,34.9,50.8,0,1,0,22.46,High
2026-06-03,16:30,28.632248790875593,77.28081229503282,Vikas Marg,Arterial,93,44.01,Clear,38.9,40.2,0,1,0,6.82,Low
2026-06-17,19:45,28.58256472304808,77.22205457772353,Lodi Road,Local,84,12.05,Clear,29.4,31.6,0,1,0,24.91,High
2026-06-21,04:30,28.640168757762467,77.2784367442434,Vikas Marg,Arterial,51,47.93,Clear,31.0,58.4,0,1,0,6.26,Low
2026-06-11,10:15,28.59783061002747,77.18475408365518,Sardar Patel Marg,Arterial,116,15.46,Clear,39.7,56.0,0,1,1,19.41,Moderate
2026-06-13,00:15,28.53626456144849,77.16592610834454,Nelson Mandela Marg,Arterial,45,19.39,Snowy,4.9,88.8,0,1,0,15.47,Moderate
2026-06-13,12:15,28.59560505058038,77.17568903688978,Sardar Patel Marg,Arterial,64,38.0,Clear,29.7,33.5,0,1,0,7.9,Low
2026-06-21,05:15,28.605557826433866,77.20956740242595,Grand Trunk Road,Highway,126,-50.0,Foggy,10.4,98.4,0,1,0,5.15,Moderate
2026-06-15,00:00,28.560524308638186,77.20433618213173,Ring Road,Highway,177,58.99,Clear,38.3,57.5,0,1,0,5.09,Moderate
2026-06-26,07:15,28.53714762365962,77.15806242319447,Nelson Mandela Marg,Arterial,137,18.74,Clear,33.0,37.8,0,1,0,16.01,Moderate
2026-06-05,14:00,28.636850744858464,77.22669599826582,Connaught Place Inner Circle,Arterial,64,23.9,Snowy,3.7,71.1,0,1,0,12.55,Moderate
2026-06-25,21:30,28.61143477939876,77.21399156599952,Grand Trunk Road,Highway,136,55.13,Rainy,25.7,88.3,0,1,0,5.44,Moderate
2026-06-05,20:00,28.55153273674148,77.16540863411205,Nelson Mandela Marg,Arterial,143,19.85,Clear,31.4,36.2,0,1,0,15.11,Moderate
2026-06-26,01:15,28.564363254360657,77.20227115184399,Ring Road,Highway,153,59.75,Clear,39.9,46.6,0,1,0,5.02,Moderate
2026-06-02,10:30,22.553902745113472,88.35470619102706,Park Street,Local,68,11.46,Clear,41.7,48.2,0,1,0,26.17,High
2026-06-23,09:30,28.619573060254822,77.20693085564643,Grand Trunk Road,Highway,289,20.7,Rainy,25.7,96.8,0,1,0,14.49,High
2026-06-16,10:15,28.631145268334283,77.21690238317966,Connaught Place Inner Circle,Arterial,194,5.0,Clear,37.8,42.3,1,1,0,60.0,High
2026-06-29,21:00,28.53497870126144,77.15987180678064,Nelson Mandela Marg,Arterial,68,33.48,Clear,33.0,56.8,0,1,0,8.96,Moderate
2026-06-11,15:00,28.591555694341924,77.22473314027096,Lodi Road,Local,35,15.65,Rainy,22.7,91.9,0,1,0,19.17,Moderate
2026-06-26,13:30,22.54942531507947,88.35671032122782,Park Street,Local,30,25.33,Clear,40.5,45.4,0,1,0,11.85,Moderate
2026-06-07,16:30,28.592548104121878,77.21814567756952,Lodi Road,Local,19,25.84,Clear,31.3,40.3,0,1,0,11.61,Moderate
2026-06-17,11:30,28.461236822360416,77.0315087894837,MG Road,Highway,134,82.14,Clear,40.6,48.2,0,1,0,3.65,Moderate
2026-06-23,15:45,28.533635649452407,77.15735718278368,Nelson Mandela Marg,Arterial,90,43.15,Clear,39.3,31.7,0,0,0,6.95,Low
2026-06-28,10:45,28.63224077804336,77.11795711198091,Outer Ring Road,Highway,268,19.45,Foggy,14.9,95.8,0,1,0,15.43,High
2026-06-01,19:00,28.595473584728087,77.17550872877233,Sardar Patel Marg,Arterial,202,17.06,Clear,38.7,32.6,0,1,0,17.59,Moderate
2026-06-12,01:00,28.63268829353878,77.11126749940946,Outer Ring Road,Highway,127,78.24,Clear,29.9,30.1,0,1,0,3.83,Moderate
2026-06-18,13:00,28.62091454920033,77.21391949051097,Grand Trunk Road,Highway,164,29.96,Snowy,-3.2,71.7,0,1,0,10.01,Moderate
2026-06-03,20:00,28.59281003849531,77.2304907426184,Lodi Road,Local,69,10.7,Clear,35.3,40.8,0,1,0,28.05,High
2026-06-15,00:00,28.63288203088364,77.21849562123829,Connaught Place Inner Circle,Arterial,71,37.33,Clear,35.4,32.0,0,1,0,8.04,Low
2026-06-15,14:00,28.627098112293144,77.21048544145326,Connaught Place Inner Circle,Arterial,88,34.29,Clear,36.0,59.9,0,1,0,8.75,Moderate
2026-06-27,09:00,28.640097793697425,77.28104917371482,Vikas Marg,Arterial,126,19.96,Clear,33.3,43.7,0,1,0,15.03,Moderate
2026-06-11,04:45,28.634278968889344,77.21855448886694,Connaught Place Inner Circle,Arterial,78,28.97,Rainy,26.7,88.0,0,0,0,10.36,Moderate
2026-06-28,10:45,28.56942908470869,77.2003622036764,Ring Road,Highway,242,18.56,Rainy,28.3,80.5,0,0,0,16.16,Moderate
2026-06-14,04:00,28.596311370258135,77.22351678742808,Lodi Road,Local,17,27.44,Clear,39.7,40.0,0,1,0,10.93,Moderate
2026-06-09,02:30,28.60505706897196,77.1670926404601,Sardar Patel Marg,Arterial,79,22.77,Rainy,29.4,89.3,0,1,0,13.18,Moderate
2026-06-20,05:00,28.625364528855144,77.21925263908183,Connaught Place Inner Circle,Arterial,51,34.38,Clear,36.1,49.0,0,1,0,8.73,Moderate
2026-06-08,16:30,28.466712640357812,77.02730139437868,MG Road,Highway,173,57.02,Clear,38.5,36.3,0,0,0,5.26,Moderate
2026-06-19,14:15,28.641749072084682,77.11588089358442,Outer Ring Road,Highway,129,82.49,Clear,33.6,46.8,0,1,0,3.64,Moderate
2026-06-28,00:30,28.594414893462872,77.17987999086479,Sardar Patel Marg,Arterial,51,29.06,Rainy,28.9,88.2,0,1,1,10.32,Moderate
2026-06-01,14:45,28.593798321707464,77.21807089324109,Lodi Road,Local,33,22.05,Clear,38.1,55.7,0,1,0,13.61,Moderate
2026-06-07,00:30,22.556726716370424,88.34256003847021,Park Street,Local,25,28.25,Clear,40.3,49.3,0,1,0,10.62,Moderate
2026-06-05,04:15,28.632205898850298,77.21306127281645,Connaught Place Inner Circle,Arterial,95,41.05,Clear,40.1,36.6,0,0,0,7.31,Low
2026-06-19,16:15,22.554797105118947,88.35080427008938,Park Street,Local,31,29.01,Clear,33.6,36.5,0,0,0,10.34,Moderate
2026-06-18,20:15,28.562646146530387,77.20036781353095,Ring Road,Highway,315,36.54,Clear,35.8,49.5,0,0,0,8.21,High
2026-06-13,20:30,28.46414369156918,77.02161461321123,MG Road,Highway,249,24.44,Rainy,25.2,95.4,0,0,0,12.27,Moderate
2026-06-04,16:30,28.54834157981406,77.16304386792714,Nelson Mandela Marg,Arterial,93,32.5,Clear,34.7,49.9,0,0,0,9.23,Moderate
2026-06-17,12:30,28.63194027755783,77.2826305932062,Vikas Marg,Arterial,87,27.27,Rainy,22.9,81.5,0,1,0,11.0,Moderate
2026-06-12,11:30,22.54031866820739,88.34385530688158,Park Street,Local,35,24.46,Clear,33.1,32.7,0,1,0,12.26,Moderate
2026-06-17,22:00,28.645167848278913,77.1227789877067,Outer Ring Road,Highway,133,11.99,Rainy,24.0,89.8,1,1,0,25.02,High
2026-06-26,20:15,28.6007652751394,77.18698706999132,Sardar Patel Marg,Arterial,232,20.61,Clear,37.8,38.9,0,1,0,14.56,Moderate
2026-06-07,16:15,22.547902873700725,88.35274869152143,Park Street,Local,20,23.15,,29.7,32.3,0,0,0,12.96,Moderate
2026-06-13,17:00,28.614668029807618,77.21223310350162,Grand Trunk Road,Highway,251,35.26,Clear,31.3,30.7,0,1,0,8.51,High
2026-06-17,20:45,22.53898970867257,88.34335367671954,Park Street,Local,60,6.65,Rainy,29.9,95.4,0,0,0,45.13,High
2026-06-30,04:00,28.635744779833082,77.11592616240912,Outer Ring Road,Highway,143,54.84,Rainy,22.4,82.2,0,1,0,5.47,Moderate
2026-06-24,13:45,28.533388220046245,77.1626516155157,Nelson Mandela Marg,Arterial,71,41.72,Clear,30.3,59.7,0,1,0,7.19,Low
2026-06-09,16:15,28.589938907142958,77.17468181222984,Sardar Patel Marg,Arterial,92,34.78,Clear,28.8,59.1,0,1,0,8.63,Moderate
2026-06-17,23:30,28.599304958486293,77.17682372681737,Sardar Patel Marg,Arterial,82,46.04,Clear,31.1,46.1,0,0,0,6.52,Low
2026-06-03,01:45,28.625859187497127,77.2172335365666,Connaught Place Inner Circle,Arterial,73,43.13,Clear,41.0,52.1,0,0,0,6.96,Low
2026-06-16,12:45,28.599652050388016,77.18624243945185,Sardar Patel Marg,Arterial,82,29.99,Rainy,26.0,89.6,0,1,0,10.0,Moderate
2026-06-08,00:30,28.621472599727102,77.21494852043215,Grand Trunk Road,Highway,160,60.44,Clear,39.7,50.9,0,1,0,4.96,Moderate
2026-06-10,09:45,28.5983094001754,77.18458142960456,Sardar Patel Marg,Arterial,191,18.84,Clear,30.3,54.5,0,0,0,15.92,Moderate
2026-06-02,23:00,28.615096886246178,77.20131687713561,Grand Trunk Road,Highway,177,82.1,Clear,38.7,46.2,0,1,0,3.65,Moderate
2026-06-18,03:30,28.468244569744726,77.03035771444601,MG Road,Highway,123,58.61,Rainy,27.7,89.5,0,1,0,5.12,Moderate
2026-06-12,06:00,28.641651472868038,77.27768791718458,Vikas Marg,Arterial,85,47.95,Clear,34.8,53.1,0,0,0,6.26,Low
2026-06-15,22:00,28.605943872393876,77.21608419548923,Grand Trunk Road,Highway,159,60.23,Clear,29.2,50.4,0,1,0,4.98,Moderate
2026-06-20,05:30,28.549790490218957,77.17144720184184,Nelson Mandela Marg,Arterial,45,26.53,Foggy,14.1,98.4,0,1,0,11.31,Moderate
2026-06-29,20:45,28.633184914765586,77.11407402498553,Outer Ring Road,Highway,230,24.67,Rainy,28.1,92.5,0,1,0,12.16,Moderate
2026-06-30,11:45,28.57782463670333,77.22646654530246,Lodi Road,Local,30,23.1,Clear,34.9,31.9,0,1,0,12.98,Moderate
2026-06-18,13:30,28.60413241079816,77.2004489377559,Grand Trunk Road,Highway,166,58.94,Clear,37.7,55.8,0,1,0,5.09,Moderate
2026-06-15,15:15,28.605955848089856,77.21041809003688,Grand Trunk Road,Highway,139,65.82,Clear,35.8,30.3,0,0,0,4.56,Moderate
2026-06-07,01:15,28.620390280937936,77.20615602701857,Grand Trunk Road,Highway,79,56.88,Clear,39.2,36.0,0,1,0,5.27,Low
2026-06-09,17:45,28.46183209163725,77.02885888349732,MG Road,Highway,295,35.5,Clear,39.2,40.2,0,1,0,8.45,High
2026-06-28,09:15,28.59861807662898,77.16781508212186,Sardar Patel Marg,Arterial,147,20.09,Clear,31.5,34.8,0,0,0,14.94,Moderate
2026-06-06,17:30,22.539673233154147,88.34553345088294,Park Street,Local,35,7.76,Foggy,19.7,94.8,0,0,0,38.67,High
2026-06-20,04:45,28.546143381395325,77.16915413042399,Nelson Mandela Marg,Arterial,58,29.19,Rainy,26.0,90.9,0,1,0,10.28,Moderate
2026-06-19,18:15,28.57305912189211,77.21310018677664,Ring Road,Highway,295,27.46,Clear,36.7,48.9,0,1,0,10.92,High
2026-06-13,08:15,28.56081953905419,77.21708770186738,Ring Road,Highway,223,36.01,Clear,36.3,47.4,0,1,0,8.33,Moderate
2026-06-24,03:00,28.538103801284493,77.16976946251373,Nelson Mandela Marg,Arterial,74,34.33,Clear,40.4,43.3,0,1,0,8.74,Moderate
2026-06-01,21:45,28.536574285451753,77.16664289973208,Nelson Mandela Marg,Arterial,89,45.83,Clear,33.0,46.0,0,1,0,6.55,Low
2026-06-18,13:15,28.453616824200733,77.01883839238796,MG Road,Highway,133,58.89,Clear,28.7,49.2,0,0,0,5.09,Moderate
2026-06-21,17:45,28.62123145718101,77.21066686401923,Connaught Place Inner Circle,Arterial,115,15.31,Clear,32.5,59.2,0,1,0,19.6,Moderate
2026-06-23,07:15,28.64279361525473,77.26983706904247,Vikas Marg,Arterial,178,17.09,Clear,30.2,37.0,0,1,0,17.55,Moderate
2026-06-15,07:00,28.56208294580845,77.21661754382683,Ring Road,Highway,311,13.27,Snowy,1.9,86.9,0,1,0,22.6,High
2026-06-09,00:00,28.577188274515414,77.20096424077721,Ring Road,Highway,98,47.79,Rainy,22.7,85.8,0,1,1,6.28,Low
2026-06-19,12:30,28.572445702695532,77.21595627297717,Ring Road,Highway,157,66.65,Clear,37.1,39.9,0,1,0,4.5,Moderate
2026-06-03,11:15,28.58972970949971,77.22541373776991,Lodi Road,Local,29,25.19,Clear,37.4,48.6,0,1,0,11.91,Moderate
2026-06-25,11:00,28.46778473031903,77.0328753257664,MG Road,Highway,165,82.75,Clear,35.5,48.2,0,1,0,3.63,Moderate
2026-06-15,20:45,28.53551555971367,77.15445125749956,Nelson Mandela Marg,Arterial,94,19.22,Clear,33.3,35.9,0,1,1,15.6,Moderate
2026-06-30,17:15,28.632018641065258,77.2094925267831,Connaught Place Inner Circle,Arterial,158,15.17,Clear,29.7,35.4,0,1,0,19.78,Moderate
2026-06-20,03:15,28.592704568930948,77.18535504978344,Sardar Patel Marg,Arterial,65,35.65,Clear,28.6,49.0,0,1,0,8.42,Low
2026-06-25,09:45,28.59073211826846,77.21799546885656,Lodi Road,Local,79,12.45,Clear,31.6,39.1,0,1,0,24.1,High
2026-06-15,16:30,28.598035353574744,77.17873216926351,Sardar Patel Marg,Arterial,9999,42.21,Clear,35.5,35.4,0,0,0,7.11,Low
2026-06-30,01:45,28.585618119918113,77.22638952670373,Lodi Road,Local,32,21.28,Clear,33.7,42.8,0,1,0,14.1,Moderate
2026-06-07,12:15,28.63246438820427,77.2144445426551,Connaught Place Inner Circle,Arterial,50,45.31,Clear,36.3,42.0,0,1,0,6.62,Low
2026-06-08,05:45,28.532998632114186,77.16710336447656,Nelson Mandela Marg,Arterial,85,12.28,Clear,32.5,40.0,1,1,0,24.44,High
2026-06-22,11:15,28.56612704702395,77.20667139098944,Ring Road,Highway,88,65.73,Clear,37.7,36.0,0,1,1,4.56,Low
2026-06-13,22:45,28.645908999215795,77.12854355638959,Outer Ring Road,Highway,103,78.06,Clear,38.3,53.1,0,0,1,3.84,Low
2026-06-20,01:00,28.616069728253198,77.20913676863641,Grand Trunk Road,Highway,108,67.12,Clear,31.7,40.8,0,1,0,4.47,Low
2026-06-06,02:15,22.557647740382045,88.35976673323448,Park Street,Local,19,20.15,Foggy,18.5,88.1,0,1,0,14.89,Moderate
2026-06-14,08:30,28.452325560985507,77.02083964981804,MG Road,Highway,306,36.83,Clear,37.7,40.4,0,1,0,8.15,High
2026-06-29,19:30,28.61602505875502,77.21429619601807,Grand Trunk Road,Highway,200,18.72,Rainy,27.3,82.4,0,1,1,16.03,Moderate
2026-06-06,10:15,28.63749023377266,77.26791329368524,Vikas Marg,Arterial,98,16.54,Clear,33.4,46.9,0,1,0,18.14,Moderate
2026-06-09,13:30,22.54358360208432,88.34514498737374,Park Street,Local,26,21.74,Clear,36.7,49.0,0,0,0,13.8,Moderate
2026-06-05,19:30,28.639240829278233,77.27432166767781,Vikas Marg,Arterial,208,17.4,Clear,33.1,42.4,0,0,0,17.25,Moderate
2026-06-10,22:15,28.53198384553646,77.1594962641749,Nelson Mandela Marg,Arterial,84,32.68,Clear,32.5,55.0,0,0,0,9.18,Moderate
2026-06-21,19:45,28.606094723973552,77.20995918977948,Grand Trunk Road,Highway,229,35.09,Clear,30.1,39.7,0,1,0,8.55,Moderate
2026-06-09,08:00,28.62300669373008,77.21473806772511,Grand Trunk Road,Highway,329,30.07,Clear,31.9,57.9,0,1,0,9.98,High
2026-06-28,22:45,28.46223339364334,77.0288786716952,MG Road,Highway,74,78.46,,41.8,43.3,0,1,0,3.82,Low
2026-06-21,07:15,28.6206421695047,77.22683002796599,Connaught Place Inner Circle,Arterial,121,10.43,Foggy,19.7,99.1,0,1,0,28.77,High
2026-06-28,16:30,28.589418899220618,77.16864343334953,Sardar Patel Marg,Arterial,43,47.36,Clear,41.7,50.0,0,0,0,6.33,Low
2026-06-21,03:45,22.539639024468634,88.36166977555189,Park Street,Local,22,21.11,Clear,34.8,57.6,0,0,0,14.21,Moderate
2026-06-27,13:45,28.561692312236875,77.20744334047674,Ring Road,Highway,110,74.8,Clear,31.8,57.8,0,1,0,4.01,Low
2026-06-15,17:00,22.556385373199955,88.34746863240584,Park Street,Local,74,13.43,Clear,39.8,51.9,0,1,0,22.34,High
2026-06-02,20:30,28.46029112440991,77.03115894353462,MG Road,Highway,295,23.04,Foggy,14.9,87.3,0,1,0,13.02,High
2026-06-07,11:30,28.460800439857177,77.03037770604101,MG Road,Highway,125,61.43,Clear,30.3,46.7,0,0,0,4.88,Moderate
2026-06-21,13:30,28.60215120625556,77.17321857860016,Sardar Patel Marg,Arterial,64,32.18,Clear,33.3,46.2,0,1,0,9.32,Moderate
2026-06-11,15:30,28.596961469602387,77.22185881502605,Lodi Road,Local,28,22.17,Clear,35.0,33.7,0,1,0,13.53,Moderate
2026-06-08,06:00,28.596830513963557,77.17525243681698,Sardar Patel Marg,Arterial,76,43.57,Clear,30.5,41.6,0,1,0,6.88,Low
2026-06-04,23:15,28.54319967574856,77.16552969175919,Nelson Mandela Marg,Arterial,74,43.13,Clear,36.4,30.7,0,0,0,6.96,Low
2026-06-19,15:00,28.60315361869482,77.18277229929346,Sardar Patel Marg,Arterial,71,47.97,Clear,34.1,32.7,0,1,0,6.25,Low
2026-06-04,19:45,28.4623513039907,77.02502496106588,MG Road,Highway,410,37.54,Clear,41.9,52.4,0,1,0,7.99,High
2026-06-30,21:00,28.620923934170644,77.20818383527782,Connaught Place Inner Circle,Arterial,91,,Rainy,28.3,81.1,0,1,0,10.88,Moderate
2026-06-05,03:15,28.644752866195915,77.27496373773477,Vikas Marg,Arterial,88,35.6,Clear,40.7,57.3,0,0,0,8.43,Low
2026-06-04,20:15,28.59282750172058,77.22763910312536,Lodi Road,Local,66,5.0,Clear,28.5,38.3,1,1,0,60.0,High
2026-06-13,03:45,28.593334211139105,77.2158073231513,Lodi Road,Local,22,27.32,Clear,35.9,40.4,0,0,0,10.98,Moderate
2026-06-21,09:15,28.63125976417067,77.28344271228565,Vikas Marg,Arterial,101,,Clear,38.2,59.4,0,1,0,14.02,Moderate
2026-06-21,03:30,28.581460308884697,77.21494070320595,Lodi Road,Local,21,18.95,Rainy,26.5,90.5,0,0,0,15.83,Moderate
2026-06-02,00:15,28.61615800321724,77.2035229410318,Grand Trunk Road,Highway,147,35.64,Snowy,3.5,86.7,0,1,0,8.42,Moderate
2026-06-27,09:30,28.645739402698354,77.11223871854044,Outer Ring Road,Highway,211,25.38,Rainy,23.6,85.2,0,0,0,11.82,Moderate
2026-06-29,08:45,28.452732396225716,77.02170986689312,MG Road,Highway,253,23.43,Rainy,22.2,81.3,0,0,1,12.8,High
2026-06-05,18:30,28.585747627809706,77.21636815943951,Lodi Road,Local,69,13.12,Clear,32.0,53.8,0,1,0,22.87,High
2026-06-06,11:15,28.64040381046503,77.11895205880641,Outer Ring Road,Highway,102,56.72,Rainy,29.2,85.5,0,0,0,5.29,Low
2026-06-22,18:45,28.540406468367365,77.1666059605014,Nelson Mandela Marg,Arterial,145,21.58,Clear,32.5,59.7,0,1,0,13.9,Moderate
2026-06-27,04:00,28.59754979375841,77.17024466811566,Sardar Patel Marg,Arterial,64,46.69,Clear,39.5,36.3,0,0,0,6.43,Low
2026-06-11,01:30,28.463704855972466,77.02288700226367,MG Road,Highway,172,59.16,Clear,31.6,54.6,0,0,0,5.07,Moderate
2026-06-20,01:00,28.59101274957047,77.17179748225513,Sardar Patel Marg,Arterial,62,36.06,Clear,36.6,43.1,0,1,0,8.32,Low
2026-06-02,02:45,28.60642529483129,77.21252355124152,Grand Trunk Road,Highway,179,65.53,,30.3,49.7,0,0,0,4.58,Moderate
2026-06-21,02:00,28.599253095062902,77.17310621353394,Sardar Patel Marg,Arterial,67,46.52,Clear,41.1,56.1,0,0,0,6.45,Low
2026-06-14,05:15,22.54218162140712,88.35009518774854,Park Street,Local,18,29.18,Clear,33.3,59.3,0,1,0,10.28,Moderate
2026-06-14,18:30,22.541349079188457,88.35645376652661,Park Street,Local,51,6.65,Rainy,22.1,99.3,0,1,0,45.08,High
2026-06-17,08:45,28.45190494453023,77.01796681871065,MG Road,Highway,320,36.25,Clear,39.5,32.2,0,0,0,8.28,High
2026-06-09,23:30,28.57055609366453,77.21186443140215,Ring Road,Highway,145,72.05,Clear,39.7,38.6,0,1,0,4.16,Moderate
2026-06-03,11:00,28.53287281818573,77.17092747028771,Nelson Mandela Marg,Arterial,66,,Clear,28.5,56.1,0,0,0,6.96,Low
2026-06-15,14:00,28.636338931755823,77.11869191921718,Outer Ring Road,Highway,146,74.94,Clear,30.4,58.4,0,1,0,4.0,Moderate
2026-06-22,11:15,28.636390226552898,77.27555334137243,Vikas Marg,Arterial,77,32.64,Clear,41.8,38.1,0,0,0,9.19,Moderate
2026-06-28,09:00,28.450412974910048,77.01940048195107,MG Road,Highway,228,25.82,Clear,36.7,44.1,0,1,0,11.62,Moderate
2026-06-26,06:00,28.630734427250015,77.11216051508262,Outer Ring Road,Highway,136,78.91,Clear,33.6,31.3,0,0,0,3.8,Moderate
2026-06-09,06:00,28.538504462856032,77.16444823877436,Nelson Mandela Marg,Arterial,69,46.12,Clear,34.3,57.9,0,1,0,6.51,Low
2026-06-01,12:15,28.536763465083823,77.16779215705832,Nelson Mandela Marg,Arterial,44,30.09,Rainy,22.0,92.7,0,1,1,9.97,Moderate
2026-06-04,17:00,28.570505842039562,77.21600709758046,Ring Road,Highway,262,33.75,Clear,38.5,32.1,0,1,0,8.89,High
2026-06-14,17:30,28.574960781287203,77.21197384804637,Ring Road,Highway,182,25.35,Clear,40.2,51.7,0,0,0,11.84,Moderate
2026-06-15,04:00,28.629377061433495,77.20938784761088,Connaught Place Inner Circle,Arterial,66,38.46,Clear,34.5,54.5,0,1,0,7.8,Low
2026-06-30,11:15,22.549650687370644,88.35953484989837,Park Street,Local,25,23.7,Clear,36.1,52.8,0,0,0,12.66,Moderate
2026-06-07,01:45,28.463611717252874,77.03036810036984,MG Road,Highway,110,56.19,Clear,28.6,52.9,0,1,0,5.34,Low
2026-06-08,01:45,28.605925198292304,77.21594278979389,Grand Trunk Road,Highway,128,49.11,Foggy,14.5,95.3,0,0,0,6.11,Moderate
2026-06-11,09:30,28.630686044055075,77.26997728141411,Vikas Marg,Arterial,164,14.56,Rainy,25.7,85.8,0,1,0,20.61,High
2026-06-29,12:30,28.648597159461186,77.27670762242437,Vikas Marg,Arterial,48,44.19,Clear,33.4,40.2,0,1,1,6.79,Low
2026-06-13,18:15,22.547608827006247,88.34834666498703,Park Street,Local,45,11.82,Clear,31.8,59.0,0,1,0,25.38,High
2026-06-28,17:45,28.636735576013088,77.285676967778,Vikas Marg,Arterial,127,13.07,Rainy,25.7,94.6,0,0,0,22.96,High
2026-06-12,21:00,28.57164286470912,77.2106677325753,Ring Road,Highway,148,82.58,Clear,28.8,50.4,0,1,0,3.63,Moderate
2026-06-06,22:15,28.608619747563253,77.17666814871947,Sardar Patel Marg,Arterial,67,46.31,Clear,35.9,43.2,0,1,0,6.48,Low
2026-06-15,03:30,28.566069116727636,77.21204233970708,Ring Road,Highway,117,80.74,Clear,29.5,55.6,0,0,1,3.72,Low
2026-06-23,15:15,28.541808649780084,77.16683185022187,Nelson Mandela Marg,Arterial,68,44.87,Clear,38.1,50.8,0,1,0,6.69,Low
